Hij liep door de straat, genietend van de helderblauwe lucht.	['geuren', 'gezelligheid', 'geluiden', 'blijdschap', 'vriendelijkheid']
Hij stond in de supermarkt, met zijn winkelmand vol met appels, komkommers en mayonaise.	['uien', 'tomaten', 'kaas', 'brood', 'noten']
Hij was in de stad voor zijn werk, de winkels waren druk met mensen die boodschappen deden en de straten gevuld met auto's.	['lopen', 'zien', 'praten', 'plezier', 'kopen']
De zon scheen helder door de ramen terwijl Maurice keek naar de bomen in de verte. Het was een prachtige dag.	['rustig', 'herfst', 'bladeren', 'verdwijnen', 'vogels']
Het was een rustige dag in het dorp en de mensen deden hun gebruikelijke taken	['zonen', 'lopen', 'markt', 'praten', 'cafe']
Hij ging naar buiten met een emmer, om eten te zoeken voor het avondeten. Genade, behendigheid, opwinding, verzameldheid en techniek.	['smaak', 'steken', 'genieten', 'aansprakelijkheid', 'bedoeling']
Op een heldere maandagochtend vertrok Peter met de trein vanuit zijn dorp. Hij had zijn bagage bij, want hij moest voor een lange reis naar een andere stad.	['Zitplaats', 'Vriendin', 'Koffers', 'Gepakt', 'Verbinding']
Vanmorgen stapte ik de trein in, en ik zag de blauwe lucht buiten de ramen. Er was een gevoel van vrijheid dat me vervulde,	['verbinding', 'eeuwigheid', 'verhalen', 'ontdekking', 'rennen']
Langzaam liep Martine door de markt, ze overwoog welke bloemsoort ze zou kopen. 	['fruitschaal', 'ijscowagen', 'verkoper', 'lachend', 'lint']
Het was een koude ochtend in de stad. De lucht was muf en de straat voelde leeg. Er liepen een paar mensen met paraplu’s, al voorbereid op de regen die aan het komen was.	['verdwijnen', 'vertrekken', 'inspannend', 'zachtmoedig', 'vanzelfsprekend']
Er liep een vrouw door het park. Haar ogen zochten naar de lucht en haar gedachten dwaalden af, als vlinders op zoek naar de zon.	['bloemen', 'vogels', 'kinderen', 'blauwe himmel', 'zonnestralen']
Het was een donkere avond toen Jan besloot om naar buiten te gaan voor een avondwandeling.	['natuur', 'schoenen', 'regen', 'mondkapje', 'lamp']
Hij was al vroeg wakker, zoals hij elke dag was. Hij stond op, deed het licht aan en begon aan zijn ochtendroutine	['koffiezetten', 'douchen', 'ontbijt', 'aan kleding', 'auto']
De auto van Jan reed langs de plattelandsweg, waar alleen de bomen als schildwachten stonden. De vrije lucht deed hem goed en de zon scheen door het omringende landschap.	vakantie, bijna, rustig, aarde, verspreid
Hij liep door de steeg, nooit ver van zijn geliefde stad. In gedachten sprak hij zichzelf toe om kalm te blijven.	['gemoedelijk', 'verschillend', 'genoegen', 'glimlachen', 'duidelijk']
Daar stond hij, hij had een kopje koffie in zijn hand en keek uit het raam terwijl het regende buiten.	['raden', 'vertellen', 'veranderen', 'uitproberen', 'vastpakken']
Het was een mooie dag voor het park, velen hadden de hele dag genoten buiten in het zonnetje.	['gebruiken', 'geluiden', 'speelgoed', 'muziek', 'verzamelen']
Hij voelde zich verdrietig, want hij moest afscheid nemen van zijn vriendin.	['uitgangspunt', 'argwaan', 'verhuis', 'habitat', 'ecologie']
Op een zonnige dag, besloot ik naar het strand te gaan. Ik pakte mijn strandstoel, handdoek en boeken, en stapte in de auto.	['strandpaviljoen', 'verveling', 'rustig', 'ontmoeten', 'water']
Ik stapte zachtjes de bus uit, kijken rond. Het was een mooie ochtend. Ik had bedacht dat ik naar het winkelcentrum ging.	['winkelen', 'bushalte', 'grasmaaier', 'ontbijten', 'uiteten']
Het was een rustig dagje voor Marcel, hij liep in het park en genoot van de zon op zijn gezicht.	['Fiets', 'Geur', 'Lachen', 'Vogels', 'Bomen']
Hij kocht de dagelijkse boodschappen in de supermarkt en liep naar buiten om naar huis te gaan.	['uurwerk', 'slapen', 'kasteel', 'grote', 'sterren']
Ik stond op een zonnige morgen en besloot om naar de supermarkt te gaan.	['eten', 'koop', 'winkelen', 'plezierig', 'rekening']
Ik verliet het huis met een glimlach, op weg naar een nieuwe avontuur. 	['vergane', 'bekabelde', 'metro', 'schaduwrijke', 'beladen']
De verpleegster bedacht zich dat het weer tijd was om af te sluiten. Ze liep de gang door, glimlachte naar de patiënten en sloten de kastdeuren toe. 	['bewoners', 'eten', 'medewerker', 'vermoeidheid', 'zoals']
Op een dag loop ik over straat, ik voel me verloren in de stad. Ik adem diep in en uit terwijl ik verschillende mensen voorbij zie lopen.	['vermoeid', 'verbaasd', 'gevoelens', 'verontrust', 'slaap']
Er was eens een man genaamd Jan, die besloot om de stad te verkennen. Hij pakte zijn koffer en ging op pad.	['strand', 'taxi', 'fiets', 'winkel', 'buurvrouw']
Ik stond voor de winkel, besluiteloos of ik binnen moest gaan.	['omhoog', 'spanning', 'uitgebreid', 'stellig', 'ontspanning']
Ik had een vermoeiende dag op het werk. Vooral de terugrit was erg saai, 	['verkeer', 'gebouw', 'fietspad', 'peperduur', 'autoradio']
Ik stapte de supermarkt binnen, gezwollen zak doppind en vol hoop.  	['snacks', 'voedsel', 'kopen', 'Weggegooid', 'prijzen']
De uitdaging was groot voor haar - een nieuwe baan vinden met de moeilijke economie van vandaag. Ze zette haar schouders eronder, opende haar computer en begon aan de zoektocht.	['soliede', 'buitengewoon', 'middelmatig', 'loodgieter', 'baanzoeken']
Ik was aan het lopen door de stad toen ik plotseling besloot naar het park te gaan.	['zomerdag', 'regenboog', 'gespannen', 'concert', 'auto']
Toen hij de supermarkt binnenkwam, rook hij de verfrissende geur van brood en kazen.	['lichte', 'muziek', 'winkelwagen', 'afrekenen', 'boodschappentassen']
Op een zonnige dag stapte Jan uit het busstation, klaar om te gaan winkelen. 	['winkelen', 'verveling', 'succesvol', 'ervaring', 'angst']
Er was een keer een man, Donald, die zijn leven in Nederland wilde veranderen. Hij vond het leven monotoon en saai, dus hij begon met het verzamelen van geld om verhuizen.	['Plannen', 'Uitdagingen', 'Verpakken', 'Vluchten', 'Landkaart']
Terwijl Teresa wachtte op haar trein op het station, kon ze haar gedachten niet bij elkaar houden. Ze was een beetje moe, maar ook opgewonden om naar haar bestemming te gaan.	['vermoeidheid', 'vertraging', 'vervoer', 'snelweg', 'toerist']
Ik was moe van hard werken, dus besloot ik een kop thee te zetten om mezelf op te kikkeren.	['koken', 'natuur', 'zingen', 'uitstapje', 'eten']
Ik was opweg naar huis toen ik plotseling werd gebeld door mijn oude vriend. Hij wilde weten of ik tijd had om te praten en te genieten van een verfrissende kop koffie.	['plezierig', 'ontspannen', 'gedachten', 'discussie', 'ervaring']
Hij ging naar zijn werk, een lange dag voor hem. Hoopte dat de drukte op het kantoor wat minder zou zijn dan anders.	['ontspanning', 'aandacht', 'ontwikkeling', 'ervaring', 'belangrijkheid']
Toen ik werd wakker, realiseerde ik me dat mijn dag al druk zou gaan worden. Ik stond op en begon mijn ochtendroutine - eerst mijn tanden poetsen, dan wassen en aankleden.	['tafelzilver', 'badmat', 'raamkozijn', 'theedoek', 'waterpomp']
Ze stond alleen in het bos, verdwaald op zoek naar haas. Haar gedachten dwaalden af, terwijl ze probeerde een weg terug te vinden.	['vermoeid', 'stilte', 'genieten', 'dichte', 'bomen']
Het was een rustig middag, toen ik besloot om uit te gaan wandelen. 	['zonnig', 'zacht', 'bospad', 'vredig', 'dieren']
Het was een rustige zondag in de stad. Ik liep over het park, bezig met mijn gedachten.	['muur', 'stilte', 'liefde', 'regen', 'verleden']
Het was een drukke dag voor Tom, hij stond vroeg op om naar zijn werk te gaan. 	['zijn auto', 'klaarmaken', 'dezelfde weg', 'middernacht', 'vermoeid']
Hij stond op en keek om zich heen. Het was een rustige dag en er was niemand anders in het park.	['blauw', 'omhelzen', 'verhalen', 'schilderij', 'verbinden']
Ik ging naar de winkel om net wat boodschappen te doen. 	['Deze', 'muur', 'was', 'blauw', 'Kantoor']
‘Goeiemorgen, helaas is mijn auto stuk’, dacht Jeroen toen hij buiten liep. 	['auto', 'stuk', 'fiets', 'goud', 'garage', 'verkopen', 'kopen', 'schade']
De telefoon van mijn beste vriend ging plotseling en hij nam de oproep aan, verrast door het gesprek.	uitleg, nieuwsgierig, verhuizen, koffiekamer, stadswandeling
Ik ga naar het park, om wat tijd door te brengen buiten. 	['twee', 'vrienden', 'kinderen', 'fietsen', 'bloemen']
De verpleger luisterde geduldig naar het verhaal van de patiënt terwijl hij door zijn kamer liep en observeerde	['vermoeid', 'ernstig', 'medicijn', 'onderzoek', 'angstig']
Het was een warme zomerdag, als ik om me heen keek, dacht ik aan mogelijkheden.	['warenhuis', 'groene', 'muziek', 'trillend', 'gezicht']
Het was een warme zomerdag in Amsterdam. Ed, een vrijgezelle man van 37, genoot van de rust en stilte van het park, terwijl hij koffie dronk uit een termoskan.	['mooi', 'fietsen', 'jongleren', 'schilderijen kijken', 'uitrusting']
Ik liep door de gang toen ik opeens de deur hoorde opengaan.	['daar stond', 'de kamer was', 'zodra ik binnenkwam', 'zonder een woord te zeggen', 'zwegen we']
Het was een warme zomerdag en ik besloot aan de rand van het meer te gaan zitten met mijn boek.	['blauwe', 'zwemmen', 'verhalen', 'paardrijden', 'kinderen']
De jonge vrouw stond wachtend bij het station, wachtend op haar reisgenoot. Terwijl ze daar stond, vielen haar ogen op een sjaal in een etalage, de warme kleuren deden haar denken aan de zonovergoten zomerdagen.	['bull', 'kofferbak', 'bankrekening', 'vliegtuigticket', 'zwaaitang']
Het was een mooie, zonnige dag toen John besloot naar het park te gaan om een wandeling te maken.	['fietsen', 'eenden', 'bladeren', 'namiddag', 'treintje']
Toen Jan opstond, besloot hij naar de stad te wandelen. Het was een mooie zomerdag en hij had de tijd.	['graskant', 'strand', 'eend', 'markt', 'boot']
Ik werd wakker en stond op, klaar om mijn dag te beginnen. Ik vroeg me af wat ik zou gaan doen.	['koken', 'lopen', 'druk', 'fietsen', 'spelen']
Het was een typische ochtend in de stad. Overal rondom mij liepen mensen snel door de straat. 	['fietsen', 'parkeergarage', 'lunchroom', 'trein', 'bril']
Het was een koude ochtend in Amsterdam toen ik voor het werk opstond. De auto stond al klaar voor de rit naar het kantoor, en ik was klaar om de dag te beginnen.	gebouw, bureau, koffie, auto, documenten
Terwijl ik op weg naar huis was, regende het hard. Ik haalde mijn paraplu uit de auto en rende naar de volgende straat, de druppels voelden koud aan mijn gezicht.	['regenboog', 'stappen', 'koopman', 'verlichting', 'bos', 'anders']
Toen hij de straat uitliep, vroeg Tom zich af waarom precies te gaan. Hij had niet echt enig plan in gedachten, dus besloot hij een wandeling te maken om de stad te ontdekken.	['zonneschijn', 'platteland', 'ontspanning', 'avontuur', 'verkenning']
De zon scheen fel op de kleine stad als Tom naar het levenmarkt liep. Allerlei kraampjes stonden in de straat, met boeken, verse groenten en speelgoed.	['gebakken', 'muziek', 'glazen', 'banketbakkerij', 'aardappel']
Terwijl Eva de straat overstak, begon het zachtjes te regenen. Snel verzamelde ze haar spullen en haastte ze zich naar huis.	['schilderachtig', 'huis ouderwets', 'ongemakkelijk gevoel', 'gewillig', 'ontspanning']
Hij liep over straat, zijn gedachten ver weg. Het was een stille dag in het dorp.	['boomgaard', 'Stoep', 'zoenen', 'bliksem', 'vuurtoren']
Het was een gewone dag in de stad. Er waren veel mensen op straat, rennend en druk pratend. 	['mooi', 'blauw', 'hard', 'bellen', 'winkel']
Het was een prachtige dag toen Ben uit zijn bed kwam. Hij voelde zich energiek en had zin om de dag te beginnen.	['ontbijten', 'fietsen', 'ontmoeten', 'lezen', 'lachen']
Vandaag was het een prachtige dag. De zon scheen helder op het stadspark en mensen genoten van de warmte. Dit betekende dat de vogels aan de bomen zongen, het gras golvend in de wind bewoog en kinderen met elkaar speelden.	['stilte', 'vermoeidheid', 'plannen', 'ontdekken', 'voelt']
Terwijl het zonlicht door het raam naar binnen scheen, merkte ik op dat de stralen mijn slaapkamer verlichtten. 	['klaarzetten', 'omkleden', 'ontbijten', 'verzamelen', 'vertrekken']
Klikte de deur achter zich dicht, een kalme stilte vulde de kamer. Hij glimlachte, met een gevoel van opluchting dat hij ontsnapt was uit het rumoerige pand	['Omkijken', 'Huisje', 'Gesprekken', 'Keuken', 'Kruk']
Hij stond op uit zijn stoel en klom naar boven, zijn schoenen knerpend langs de houten trap. Hij wist dat het een moeizame strijd zou worden.	['kiezen', 'ploeg', 'vermoeidheid', 'gesprek', 'schetsboek']
Door de koele lucht, liep ik langs de open vlakte. Ergens in de verte verspreide een geur van gebakken appels.	['maanlicht', 'muts', 'britzka', 'spekkoek', 'oerwoud']
Op een warme zomerdag wandelde ik door het park en genoot van de prachtige bloemen, gras en vogels.	['bomen', 'eenden', 'kinderen', 'fietsers', 'strand']
Het begon als een gewone dag. Ik stond op, kleedde me aan en bereidde het ontbijt voor.	['Uitgestrekt', 'Stapelen', 'Gezelligheid', 'Slaapkamer', 'Kramp']
Buiten, de wind blies langs de rivier als John naar huis liep.	['diep', 'oude', 'geel', 'rits', 'hemel']
Vandaag ben ik wakker geworden en besloot ik om op regenachtige dag een wandeling te maken. 	['inhouden', 'regenjas', 'fietspad', 'verkoudheid', 'vermoeidheid']
Het was een drukke dag geweest voor Mees, die net was gaan wandelen om zijn gedachten te verzetten.	['onschuldig', 'rustig', 'roze', 'metaal', 'pakken']
Terwijl hij op het station stond te wachten, dacht hij terug aan de voortgang die hij gemaakt had.	['leren', 'vragen', 'ontmoeten', 'reizen', 'ervaring']
Toen ik de winkel binnenliep, voelde ik me direct thuis. De warmte van de zon buiten was nog in de lucht. Ikgaf bekenden een glimlach terwijl ik naar mijn bestemming liep.	['muziek', 'raar', 'verkoper', 'prijskaartjes', 'boeket']
Anna stond voor de deur van haar nieuwe huis en glimlachte. Haar verhuizing was een zware taak, maar nu was een droom werkelijkheid geworden.	['meubels', 'uitpakken', 'verhuizers', 'vrienden', 'verbouwen']
Het was een rustige zomeravond toen ik boodschappen aan het doen was, de lucht was koel en fris.	['strand', 'fiets', 'zuiden', 'bibliotheek', 'gezellig']
Om 4 uur 's ochtends begon ik mijn normale dag, samen met het geluid van de vogels buiten mijn raam. Ik trok mijn jas aan en begon het lange traject naar mijn werk	['kopje thee', 'vechten', 'metrolijn', 'natte herfst', 'blaadjes']
Het was een mooie dag, toen ik besloot langs de winkelstraat te wandelen. Ik kon bomen zien, vogels horen zingen en een rustige bries voelen.	['straat', 'winkels', 'bloemen', 'vrienden', 'avondmaal']
Het weer was prachtig, dus besloot John naar het park te gaan om te genieten van de zon.	['fietsen', 'eenden', 'pelikanen', 'luisteren', 'picknick']
Ik liep door de straat toen ik plotseling besloot om de kortste route door het park naar school te nemen.	['mens,pad,stappen,zonneschijn,blauwe lucht']
Omdat het zo koud was, droeg Dirk een winterjas naar buiten, 	['winkels', 'jaar', 'meisje', 'huis', 'regen']
Hij liep vlak langs de zee, de lucht was koud en helder. Hij rook de zoute aanwezigheid van de golven die op het strand sloegen.	['kasteel', 'zon', 'rouw', 'puzzel', 'pad']
Het was een donkere nacht toen ik besloot om mijn koffer te pakken en de stad te verlaten.	['zoenen', 'verrassing', 'complexiteit', 'loods', 'jaloezie']
Terwijl ik door de stad liep zag ik een kraampje met vers gebrande Hollandse specialiteiten staan. Ik besloot te stoppen om te proberen wat lekkernijen te kopen.	['ontdekken', 'krijgen', 'mensen', 'eten', 'blijven']
Opeens opende ik mijn ogen en realiseerde ik me waar ik was. Ik stond in de gang van mijn school, als een verloren ziel.	['vermoeidheid', 'wijsheid', 'lastigheid', 'uitdragerij', 'vervelend']
